ARP_Req_Count,ARP_Rep_Count,ARP_Ratio,ARP_Rate,ARP_Avg_IAT,Max_MAC_Freq,Unique_IPs,Label
8,16,2.0,24.0,0.04178161206452743,16,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
24,2,0.08333333333333333,26.0,0.015469121932983398,26,27,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
124,2,0.016129032258064516,126.0,0.007911319732666016,126,127,1
0,0,0.0,0.0,0.0,0,0,0
178,2,0.011235955056179775,180.0,0.005383804523745063,180,181,1
8,16,2.0,24.0,0.042404216268788215,16,3,1
23,2,0.08695652173913043,25.0,0.03091553846995036,25,26,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.047795110278659396,13,3,1
32,2,0.0625,34.0,0.010761969017260002,34,35,1
8,15,1.875,23.0,0.0435488224029541,15,3,1
72,2,0.027777777777777776,74.0,0.010795658581877409,74,75,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
203,2,0.009852216748768473,205.0,0.004876755031884885,205,206,1
94,2,0.02127659574468085,96.0,0.010100475110505757,96,97,1
89,2,0.02247191011235955,91.0,0.010666309462653265,91,92,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
83,2,0.024096385542168676,85.0,0.010669449965159098,85,86,1
6,13,2.1666666666666665,19.0,0.046550883187188044,13,3,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04316799640655518,14,3,1
7,14,2.0,21.0,0.04400224685668945,14,3,1
0,2,2.0,2.0,5.1975250244140625e-05,2,2,1
1,1,1.0,2.0,0.00019216537475585938,1,2,0
191,2,0.010471204188481676,193.0,0.005090755720933278,193,194,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
50,2,0.04,52.0,0.010823235792272231,52,53,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04394320249557495,14,3,1
62,2,0.03225806451612903,64.0,0.010735602605910529,64,65,1
7,14,2.0,21.0,0.048064696788787845,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
176,2,0.011363636363636364,178.0,0.005417282298459845,178,179,1
25,3,0.12,28.0,0.03178174407393844,27,27,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.04743685041155134,15,3,1
0,2,2.0,2.0,0.0,2,2,1
153,2,0.013071895424836602,155.0,0.006416331637989391,155,156,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
7,14,2.0,21.0,0.04820910692214966,14,3,1
7,14,2.0,21.0,0.04219739437103272,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04420109987258911,14,3,1
104,2,0.019230769230769232,106.0,0.009447438376290458,106,107,1
246,2,0.008130081300813009,248.0,0.003975344090326595,248,249,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,2,0.2857142857142857,9.0,0.10318562388420105,9,10,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
176,2,0.011363636363636364,178.0,0.005627180896909897,178,179,1
194,2,0.010309278350515464,196.0,0.0050476771134596605,196,197,1
0,0,0.0,0.0,0.0,0,0,0
200,2,0.01,202.0,0.004919110245965606,202,203,1
70,2,0.02857142857142857,72.0,0.013246717587323256,72,73,1
8,15,1.875,23.0,0.04290677200664173,15,3,1
219,2,0.0091324200913242,221.0,0.004472658850929954,221,222,1
195,2,0.010256410256410256,197.0,0.005008214590500812,197,198,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
234,2,0.008547008547008548,236.0,0.004176255489917511,236,237,1
0,0,0.0,0.0,0.0,0,0,0
168,2,0.011904761904761904,170.0,0.0057063370766724355,170,171,1
7,15,2.142857142857143,22.0,0.043045906793503536,15,3,1
223,2,0.008968609865470852,225.0,0.004416067685399737,225,226,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
211,2,0.009478672985781991,213.0,0.004691499584126023,213,214,1
143,2,0.013986013986013986,145.0,0.006887194183137681,145,146,1
7,15,2.142857142857143,22.0,0.04498553276062012,15,3,1
8,15,1.875,23.0,0.041098681363192474,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
113,2,0.017699115044247787,115.0,0.008423752952040288,115,116,1
250,2,0.008,252.0,0.00395331059794027,252,253,1
0,0,0.0,0.0,0.0,0,0,0
229,2,0.008733624454148471,231.0,0.004253087873044221,231,232,1
0,0,0.0,0.0,0.0,0,0,0
48,3,0.0625,51.0,0.01863574028015137,50,51,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,13,1.8571428571428572,20.0,0.046762943267822266,13,3,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
38,3,0.07894736842105263,41.0,0.022019124031066893,40,41,1
41,2,0.04878048780487805,43.0,0.01807871318998791,43,44,1
0,0,0.0,0.0,0.0,0,0,0
8,16,2.0,24.0,0.03946995735168457,16,3,1
6,13,2.1666666666666665,19.0,0.0475792752371894,13,3,1
8,16,2.0,24.0,0.04101496157438859,16,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
247,2,0.008097165991902834,249.0,0.004013943095361033,249,250,1
0,0,0.0,0.0,0.0,0,0,0
69,2,0.028985507246376812,71.0,0.010523200035095215,71,72,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
245,2,0.00816326530612245,247.0,0.00393808081867249,247,248,1
56,2,0.03571428571428571,58.0,0.010188119453296327,58,59,1
26,4,0.15384615384615385,30.0,0.02317130976709826,28,28,1
240,2,0.008333333333333333,242.0,0.00403030779351832,242,243,1
52,3,0.057692307692307696,55.0,0.010073538179750796,54,55,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04720109701156616,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
244,2,0.00819672131147541,246.0,0.004018245424543108,246,247,1
238,2,0.008403361344537815,240.0,0.0041362550966909245,240,241,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.050667113727993436,13,3,1
0,0,0.0,0.0,0.0,0,0,0
112,2,0.017857142857142856,114.0,0.008779939297026237,114,115,1
0,0,0.0,0.0,0.0,0,0,0
116,2,0.017241379310344827,118.0,0.008236086266672509,118,119,1
7,15,2.142857142857143,22.0,0.04419005484808059,15,3,1
3,6,2.0,9.0,0.04106387495994568,6,3,1
2,2,1.0,4.0,0.20523365338643393,4,5,1
6,13,2.1666666666666665,19.0,0.047375784979926214,13,3,1
159,2,0.012578616352201259,161.0,0.006197257339954377,161,162,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.04324914160228911,15,3,1
0,0,0.0,0.0,0.0,0,0,0
1,3,3.0,4.0,0.18235437075297037,3,3,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.043216395378112796,14,3,1
0,0,0.0,0.0,0.0,0,0,0
183,2,0.01092896174863388,185.0,0.005404673192812049,185,186,1
108,2,0.018518518518518517,110.0,0.009100522470036778,110,111,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
225,2,0.008888888888888889,227.0,0.004403332693386922,227,228,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04703414440155029,14,3,1
0,0,0.0,0.0,0.0,0,0,0
177,2,0.011299435028248588,179.0,0.005595006299822518,179,180,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04820924997329712,14,3,1
102,2,0.0196078431372549,104.0,0.009681340560172369,104,105,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.048277444309658475,13,3,1
0,0,0.0,0.0,0.0,0,0,0
8,16,2.0,24.0,0.04193404446477476,16,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
75,2,0.02666666666666667,77.0,0.010932276123448423,77,78,1
209,2,0.009569377990430622,211.0,0.004673671722412109,211,212,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
180,2,0.011111111111111112,182.0,0.00547209892483706,182,183,1
133,2,0.015037593984962405,135.0,0.007396456020981518,135,136,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,13,1.8571428571428572,20.0,0.04586194690905119,13,3,1
8,16,2.0,24.0,0.04193890613058339,16,3,1
0,0,0.0,0.0,0.0,0,0,0
239,2,0.008368200836820083,241.0,0.004099450508753459,241,242,1
1,3,3.0,4.0,0.2805836995442708,3,3,1
232,2,0.008620689655172414,234.0,0.004242468289551305,234,235,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
181,4,0.022099447513812154,185.0,0.0053568249163420305,183,182,1
0,2,2.0,2.0,0.0,2,2,1
6,2,0.3333333333333333,8.0,0.11648242814200264,8,9,1
98,2,0.02040816326530612,100.0,0.009733961086080533,100,101,1
70,3,0.04285714285714286,73.0,0.010540915860070122,72,72,1
50,2,0.04,52.0,0.012038530087938495,52,53,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
140,2,0.014285714285714285,142.0,0.006809248146435893,142,143,1
113,2,0.017699115044247787,115.0,0.008697603878222014,115,116,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
219,2,0.0091324200913242,221.0,0.004415286671031605,221,222,1
7,14,2.0,21.0,0.046011602878570555,14,3,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,16,2.0,24.0,0.040830042051232376,16,3,1
92,2,0.021739130434782608,94.0,0.010553085675803564,94,95,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.044976449012756346,14,3,1
7,14,2.0,21.0,0.043797755241394044,14,3,1
202,2,0.009900990099009901,204.0,0.004817517520171668,204,205,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04381229877471924,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
41,4,0.0975609756097561,45.0,0.012952864170074463,43,42,1
0,0,0.0,0.0,0.0,0,0,0
185,2,0.010810810810810811,187.0,0.0053170316962785616,187,188,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,13,1.8571428571428572,20.0,0.045312266600759404,13,3,1
52,2,0.038461538461538464,54.0,0.010328112908129423,54,55,1
7,14,2.0,21.0,0.04397585391998291,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04494025707244873,14,3,1
17,2,0.11764705882352941,19.0,0.03254132800632053,19,20,1
239,2,0.008368200836820083,241.0,0.004151066144307454,241,242,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
243,2,0.00823045267489712,245.0,0.004029770366481093,245,246,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04226329326629639,14,3,1
83,2,0.024096385542168676,85.0,0.010665870848156157,85,86,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.044910001754760745,14,3,1
27,0,0.0,27.0,0.011491537094116211,27,28,1
8,16,2.0,24.0,0.03982761631841245,16,3,1
7,14,2.0,21.0,0.04762785434722901,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.048878395557403566,14,3,1
8,16,2.0,24.0,0.040851085082344384,16,3,1
103,2,0.019417475728155338,105.0,0.009564633552844707,105,106,1
7,14,2.0,21.0,0.045766448974609374,14,3,1
8,15,1.875,23.0,0.04094254970550537,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,16,2.0,24.0,0.042425736137058426,16,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
132,2,0.015151515151515152,134.0,0.007460481242129677,134,135,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
123,2,0.016260162601626018,125.0,0.007746323462455503,125,126,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
239,2,0.008368200836820083,241.0,0.0041463325421015424,241,242,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
111,2,0.018018018018018018,113.0,0.008773669600486755,113,114,1
0,0,0.0,0.0,0.0,0,0,0
31,3,0.0967741935483871,34.0,0.02593924060012355,33,34,1
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.04670311344994439,13,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.040530183098532936,15,3,1
8,16,2.0,24.0,0.043121047641920006,16,3,1
8,15,1.875,23.0,0.0399881818077781,15,3,1
1,3,3.0,4.0,0.05785433451334635,3,3,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.049194943904876706,14,3,1
87,2,0.022988505747126436,89.0,0.010977658358487215,89,90,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.04379875319344657,15,3,1
30,2,0.06666666666666667,32.0,0.026476906191918156,32,33,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
116,2,0.017241379310344827,118.0,0.008202247130565153,118,119,1
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.047922889391581215,13,3,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
173,2,0.011560693641618497,175.0,0.005685562374948085,175,176,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
176,2,0.011363636363636364,178.0,0.005582332611083984,178,179,1
0,2,2.0,2.0,0.0,2,2,1
138,2,0.014492753623188406,140.0,0.007139000103628035,140,141,1
0,0,0.0,0.0,0.0,0,0,0
30,2,0.06666666666666667,32.0,0.01062180919031943,32,33,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
1,1,1.0,2.0,0.0004649162292480469,1,2,1
8,15,1.875,23.0,0.0424822677265514,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.04380586033775693,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04376013712449507,15,3,1
0,0,0.0,0.0,0.0,0,0,0
214,2,0.009345794392523364,216.0,0.0045043390850688135,216,217,1
68,2,0.029411764705882353,70.0,0.0109305070794147,70,71,1
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.045196700096130374,14,3,1
7,14,2.0,21.0,0.04639143943786621,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
202,2,0.009900990099009901,204.0,0.004905414111508524,204,205,1
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
183,2,0.01092896174863388,185.0,0.005352086347082387,185,186,1
1,3,3.0,4.0,0.04315034548441569,3,3,1
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.041875362396240234,15,3,1
0,0,0.0,0.0,0.0,0,0,0
124,2,0.016129032258064516,126.0,0.007682567596435547,126,127,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
35,2,0.05714285714285714,37.0,0.009778334034813775,37,38,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
217,2,0.009216589861751152,219.0,0.004496485815135711,219,220,1
41,4,0.0975609756097561,45.0,0.014048863540996204,43,43,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
58,2,0.034482758620689655,60.0,0.01030615224676617,60,61,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
189,2,0.010582010582010581,191.0,0.005182352818940815,191,192,1
177,2,0.011299435028248588,179.0,0.005392544724968042,179,180,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
185,3,0.016216216216216217,188.0,0.00530541644376867,187,187,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04035786065188321,15,3,1
114,2,0.017543859649122806,116.0,0.008651555102804433,116,117,1
1,3,3.0,4.0,0.17395861943562826,3,3,1
146,3,0.02054794520547945,149.0,0.006629647435368718,148,148,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
245,2,0.00816326530612245,247.0,0.004013028571276161,247,248,1
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04133540933782404,15,3,1
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04273144765333696,15,3,1
8,16,2.0,24.0,0.03925895690917969,16,3,1
0,0,0.0,0.0,0.0,0,0,0
131,2,0.015267175572519083,133.0,0.007492818615653298,133,134,1
8,15,1.875,23.0,0.045404997738924896,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
95,3,0.031578947368421054,98.0,0.010168338559337497,97,98,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
158,2,0.012658227848101266,160.0,0.00620871070046095,160,161,1
0,0,0.0,0.0,0.0,0,0,0
250,2,0.008,252.0,0.003961660947457727,252,253,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
125,2,0.016,127.0,0.00790352291531033,127,128,1
8,15,1.875,23.0,0.040915088220076126,15,3,1
8,16,2.0,24.0,0.03980595132578974,16,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
245,2,0.00816326530612245,247.0,0.003921431254565231,247,248,1
7,14,2.0,21.0,0.042409849166870114,14,3,1
167,2,0.011976047904191617,169.0,0.005904677368345715,169,170,1
109,2,0.01834862385321101,111.0,0.009005880355834961,111,112,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04255335981195623,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.044765381585984004,15,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.048026045163472496,13,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
69,2,0.028985507246376812,71.0,0.01424344267163958,71,72,1
15,4,0.26666666666666666,19.0,0.028431561258104112,17,17,1
1,3,3.0,4.0,0.04406197865804037,3,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,13,1.8571428571428572,20.0,0.045514583587646484,13,3,1
0,0,0.0,0.0,0.0,0,0,0
167,2,0.011976047904191617,169.0,0.005857893398829869,169,170,1
0,0,0.0,0.0,0.0,0,0,0
0,2,2.0,2.0,0.0,2,2,1
86,2,0.023255813953488372,88.0,0.010956161323635057,88,89,1
0,0,0.0,0.0,0.0,0,0,0
1,3,3.0,4.0,0.0710906982421875,3,4,1
0,0,0.0,0.0,0.0,0,0,0
1,3,3.0,4.0,0.03330270449320475,3,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04276859760284424,14,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04672650098800659,14,3,1
0,0,0.0,0.0,0.0,0,0,0
142,2,0.014084507042253521,144.0,0.006874411256163271,144,145,1
1,3,3.0,4.0,0.04336468378702799,3,4,1
35,2,0.05714285714285714,37.0,0.023754358291625977,37,38,1
8,15,1.875,23.0,0.04181958328593861,15,3,1
213,2,0.009389671361502348,215.0,0.0046282059678407475,215,216,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,13,1.8571428571428572,20.0,0.0446337900663677,13,3,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
17,3,0.17647058823529413,20.0,0.010267420818931177,19,20,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
146,2,0.0136986301369863,148.0,0.006531415342473659,148,149,1
0,0,0.0,0.0,0.0,0,0,0
220,2,0.00909090909090909,222.0,0.004507126311910638,222,223,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
42,2,0.047619047619047616,44.0,0.018836631331332895,44,45,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
8,16,2.0,24.0,0.03970596064691958,16,3,1
0,0,0.0,0.0,0.0,0,0,0
79,2,0.02531645569620253,81.0,0.012047424912452698,81,82,1
28,3,0.10714285714285714,31.0,0.01589987277984619,30,31,1
167,2,0.011976047904191617,169.0,0.005714077325094314,169,170,1
0,2,2.0,2.0,0.0,2,2,1
178,2,0.011235955056179775,180.0,0.005384145502271599,180,181,1
0,0,0.0,0.0,0.0,0,0,0
7,15,2.142857142857143,22.0,0.04307228042965844,15,3,1
0,0,0.0,0.0,0.0,0,0,0
235,2,0.00851063829787234,237.0,0.004160055669687562,237,238,1
118,2,0.01694915254237288,120.0,0.00807808427249684,120,121,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
6,13,2.1666666666666665,19.0,0.04684578047858344,13,3,1
212,2,0.009433962264150943,214.0,0.004606671176605941,214,215,1
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
0,0,0.0,0.0,0.0,0,0,0
7,14,2.0,21.0,0.04258129596710205,14,3,1
0,0,0.0,0.0,0.0,0,0,0
8,15,1.875,23.0,0.04444304379549893,15,3,1
1,3,3.0,4.0,0.19390996297200522,3,3,1
